Retailprice;Num Rentals;B Mette Moller;B Fwss;B Bytimo;B Holzweiler;B Other;M Synthetic;M Viscose;M Cotton;M Wool;M Silk;M Leather;M Other;C Dresses;C Tops;C Knitwear;C Skirts;C Trousers;C Sweaters;C Blazers;C Bags;C Other;O Everyday;O Statement;O Business;O Dressed-Up;O Formal;O Active;Lifespan Days
2000;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;874
700;11;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2062
2600;5;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;637
1900;5;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1274
1300;19;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1847
3200;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2426
2100;4;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2381
4000;3;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2170
1100;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;2434
1800;8;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;1244
2700;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;713
3500;23;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;561
2800;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;556
3500;7;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;2099
4000;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1547
5500;15;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;1972
3500;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2495
4000;4;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2132
4600;7;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1429
1500;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2730
2000;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1966
2000;8;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1909
900;3;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2050
2400;2;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;713
21000;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;2555
3500;5;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2434
6000;15;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1725
2500;18;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1180
2000;3;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1973
1400;6;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;1516
2900;10;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1287
750;2;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2065
6300;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2407
3200;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2113
2300;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;2212
4500;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2062
2300;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;362
9000;2;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1601
1000;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1734
700;11;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2050
3000;12;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2028
2500;4;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;509
1700;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;713
15000;6;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1503
2000;3;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;509
2100;14;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2068
2200;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;713
900;4;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2055
1700;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;713
500;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;2005
8000;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1907
1500;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2548
2100;3;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2389
3000;5;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2503
3400;10;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1613
3500;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;969
4000;10;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2529
1000;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;570
2800;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2236
2200;9;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1278
1700;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;294
2200;2;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;637
3600;1;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2601
1500;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2590
2500;2;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;713
400;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1683
800;2;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;2548
2500;5;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1287
2000;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2503
2800;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2701
2300;9;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;637
4000;1;0;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;2092
2200;3;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;546
2500;3;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;548
2800;12;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2516
1700;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;713
2200;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1157
3000;2;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2541
3200;5;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;2021
1500;4;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;731
3000;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2651
5500;4;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;549
2500;2;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2461
700;2;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;515
1600;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;556
3500;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2474
1600;11;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1801
2000;3;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1837
1000;2;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;2389
1400;2;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;368
2400;2;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;713
1600;12;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1244
2400;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2433
2600;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1355
15000;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2737
2900;9;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1089
1600;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;2064
1900;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1287
1800;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;549
1500;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1902
3200;4;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2238
2900;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;273
3000;2;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2594
3900;8;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1677
2500;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2471
2800;14;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1991
1000;8;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2069
1200;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;786
4200;2;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1053
12000;19;0;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1164
3200;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2436
2700;4;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1601
1700;5;0;1;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;1060
8500;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2405
1200;8;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2135
1900;15;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2685
1600;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;507
1800;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;2387
2000;2;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2576
2000;7;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1060
9700;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1547
2600;6;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1552
2100;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1536
1800;4;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;614
3700;14;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;162
700;2;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;2021
900;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;433
10000;1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;2560
3000;7;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;927
1500;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2774
1300;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2683
5800;2;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1070
2500;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2663
3200;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2113
3500;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1547
1000;5;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;359
1800;2;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;2509
700;5;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2050
2000;10;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1060
1900;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1319
1800;3;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2428
3118;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1867
4000;2;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;2056
15000;4;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;2211
2000;4;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;713
2600;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2547
1500;3;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1287
5000;8;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;435
900;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1389
25000;6;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2028
1500;8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;895
1000;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2062
800;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2548
1200;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;756
2700;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;556
1400;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;713
1900;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;966
45000;3;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;2594
900;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1357
1200;2;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2135
2400;1;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1448
1500;2;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;2389
1700;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;556
1900;19;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;2050
1500;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;0;713
2600;1;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1543
800;3;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;2050
2000;6;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2392
7300;1;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1726
5000;2;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2453
2600;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;927
2800;3;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1977
2000;2;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;658
1400;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;713
2200;2;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2069
3000;2;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1389
4000;11;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1089
1500;6;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2428
2200;2;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2491
1600;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;556
1900;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1754
5500;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2265
1700;8;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1244
1500;5;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;2548
1500;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1770
2800;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2099
2600;10;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;920
1500;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1319
4000;7;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2409
4000;4;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1281
1700;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2427
2000;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2193
4500;4;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1319
1200;6;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;895
8000;11;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1923
2800;4;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;969
1500;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2435
650;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1560
3600;9;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1362
1200;4;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;927
2900;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2357
2000;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2712
3200;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2113
3000;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2379
2000;3;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2392
1500;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1329
2200;8;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1278
